amount,time,location,device,is_fraud
28.87,14.6,Онлайн,Банкомат,0
138.2,9.3,Санкт-Петербург,ПК,0
40.33,10.1,Москва,Смартфон,1
15.6,20.0,Москва,ПК,0
13.44,11.4,Зарубежье,Банкомат,0
11.11,23.7,Москва,Смартфон,0
60.26,10.6,Санкт-Петербург,ПК,0
8.25,15.6,Санкт-Петербург,Смартфон,0
17.28,1.2,Москва,Смартфон,0
17.4,15.7,Москва,Смартфон,0
9.47,20.4,Москва,Терминал,0
3.63,22.6,Онлайн,ПК,0
23.46,23.9,Санкт-Петербург,Смартфон,0
15.38,6.8,Онлайн,ПК,1
28.51,13.8,Онлайн,Смартфон,0
9.14,10.8,Москва,ПК,0
62.99,13.5,Санкт-Петербург,Банкомат,0
6.27,3.8,Онлайн,ПК,1
108.12,20.5,Онлайн,ПК,0
2.41,21.8,Онлайн,ПК,0
26.53,10.8,Онлайн,ПК,0
27.74,6.7,Москва,ПК,1
6.85,3.4,Онлайн,Банкомат,0
26.23,16.4,Москва,ПК,0
67.19,7.5,Санкт-Петербург,Терминал,0
1.44,21.8,Москва,Банкомат,0
28.59,16.1,Банкомат,Банкомат,0
1.06,15.5,Санкт-Петербург,Банкомат,0
5.68,13.4,Онлайн,Смартфон,0
98.7,1.1,Онлайн,Смартфон,0
8.67,22.4,Банкомат,ПК,1
4.52,15.1,Онлайн,ПК,0
13.23,23.9,Москва,Банкомат,0
159.92,12.9,Банкомат,Смартфон,0
2.19,17.0,Онлайн,Смартфон,0
5.17,1.3,Онлайн,Банкомат,0
85.39,15.2,Зарубежье,Смартфон,0
126.91,18.4,Москва,Смартфон,1
14.68,18.7,Москва,Смартфон,0
4.21,18.5,Санкт-Петербург,Банкомат,0
164.91,5.4,Онлайн,ПК,0
95.0,23.4,Санкт-Петербург,Терминал,0
34.7,23.9,Онлайн,Смартфон,1
6.73,1.8,Санкт-Петербург,Банкомат,0
15.58,22.5,Онлайн,Смартфон,0
13.79,6.9,Банкомат,Смартфон,0
23.66,16.5,Москва,ПК,0
81.13,8.1,Онлайн,Смартфон,1
43.27,23.2,Онлайн,Смартфон,0
5.03,2.4,Санкт-Петербург,Смартфон,0
74.75,11.9,Москва,Смартфон,0
23.21,10.3,Москва,Банкомат,0
35.01,7.8,Онлайн,Смартфон,0
82.53,15.5,Москва,Терминал,0
4.84,3.1,Санкт-Петербург,Банкомат,0
15.81,17.2,Москва,Смартфон,0
9.17,23.5,Санкт-Петербург,ПК,0
2.93,19.3,Онлайн,ПК,0
24.08,20.6,Онлайн,Банкомат,0
260.53,8.6,Санкт-Петербург,Банкомат,0
2.17,7.8,Онлайн,ПК,0
15.87,12.4,Онлайн,Смартфон,0
33.27,1.1,Москва,ПК,0
18.83,22.7,Москва,Банкомат,0
14.52,3.5,Банкомат,ПК,0
3.94,21.7,Онлайн,Банкомат,0
21.24,2.0,Онлайн,ПК,1
7.15,19.7,Москва,Смартфон,0
1.48,3.6,Банкомат,Терминал,0
61.19,0.9,Санкт-Петербург,Терминал,0
47.19,17.3,Банкомат,Смартфон,0
17.41,6.7,Зарубежье,Смартфон,1
21.16,17.1,Зарубежье,ПК,0
53.61,13.3,Банкомат,Банкомат,0
21.05,2.6,Москва,Смартфон,0
44.45,22.4,Банкомат,Смартфон,0
11.86,10.9,Москва,ПК,0
69.63,17.6,Банкомат,Смартфон,0
23.4,12.0,Москва,Смартфон,0
20.36,14.5,Онлайн,ПК,0
4.07,7.3,Москва,Банкомат,0
22.55,4.8,Онлайн,ПК,1
6.59,13.0,Москва,ПК,0
8.15,10.6,Санкт-Петербург,ПК,0
6.71,9.4,Банкомат,ПК,0
5.09,16.1,Онлайн,Смартфон,0
170.25,16.6,Москва,Смартфон,0
71.13,1.1,Санкт-Петербург,Смартфон,0
135.97,8.1,Москва,Терминал,0
4.28,9.9,Онлайн,Банкомат,0
17.79,2.3,Зарубежье,ПК,0
3.96,5.7,Онлайн,Терминал,0
7.65,1.2,Москва,Банкомат,0
5.99,23.9,Санкт-Петербург,Терминал,0
64.3,17.7,Зарубежье,Смартфон,0
10.63,2.1,Москва,ПК,1
53.26,0.5,Санкт-Петербург,ПК,0
31.96,17.3,Санкт-Петербург,ПК,0
207.27,10.5,Онлайн,Смартфон,1
3.23,18.9,Банкомат,ПК,0
65.7,22.2,Москва,Смартфон,0
58.04,14.4,Онлайн,Банкомат,0
5.64,4.5,Санкт-Петербург,Банкомат,0
49.79,18.8,Москва,Смартфон,0
23.8,22.9,Москва,Смартфон,1
12.8,13.9,Санкт-Петербург,ПК,0
6.64,16.4,Москва,ПК,0
7.46,8.1,Банкомат,ПК,0
156.77,9.2,Москва,Банкомат,0
16.46,17.6,Москва,Банкомат,0
38.87,22.3,Москва,Смартфон,0
6.89,15.1,Москва,ПК,0
6.97,19.0,Санкт-Петербург,Банкомат,0
54.06,4.1,Санкт-Петербург,Банкомат,1
3.73,5.1,Онлайн,Смартфон,0
10.42,12.8,Зарубежье,Смартфон,0
17.07,4.2,Онлайн,Смартфон,0
18.59,15.2,Москва,Терминал,0
13.5,7.0,Зарубежье,ПК,0
25.42,19.0,Санкт-Петербург,Смартфон,0
35.24,19.4,Санкт-Петербург,Смартфон,0
36.9,11.1,Санкт-Петербург,Смартфон,0
5.56,4.3,Москва,ПК,0
12.03,15.5,Банкомат,ПК,0
61.21,23.8,Москва,ПК,0
44.0,14.9,Санкт-Петербург,Смартфон,0
3.63,0.9,Москва,Смартфон,1
24.21,0.4,Онлайн,Банкомат,0
1.87,7.7,Онлайн,Смартфон,0
17.32,4.7,Москва,Банкомат,0
132.63,19.5,Онлайн,Смартфон,1
5.8,20.3,Онлайн,Смартфон,0
6.57,6.2,Санкт-Петербург,ПК,0
38.11,7.8,Онлайн,Терминал,0
3.01,5.7,Санкт-Петербург,Смартфон,0
8.2,21.8,Москва,ПК,0
31.69,12.1,Онлайн,ПК,0
8.18,15.7,Санкт-Петербург,Смартфон,0
12.69,10.0,Санкт-Петербург,Смартфон,0
37.29,15.1,Банкомат,Терминал,0
26.15,9.3,Москва,Смартфон,0
22.05,8.2,Москва,ПК,1
11.32,15.2,Москва,Терминал,0
24.71,14.2,Москва,Смартфон,0
14.35,7.0,Москва,Смартфон,0
27.21,3.6,Зарубежье,Смартфон,0
9.52,8.8,Москва,Смартфон,0
13.45,10.0,Онлайн,Смартфон,0
5.53,15.1,Москва,ПК,0
15.82,21.9,Онлайн,ПК,0
6.74,0.9,Зарубежье,ПК,0
4.83,5.8,Москва,Терминал,0
21.86,4.6,Банкомат,Смартфон,0
20.78,12.1,Зарубежье,Смартфон,0
38.91,10.3,Санкт-Петербург,Смартфон,0
10.23,17.5,Москва,Смартфон,0
25.76,5.8,Онлайн,Смартфон,0
30.14,14.3,Банкомат,ПК,0
26.82,21.2,Москва,Банкомат,0
6.63,21.9,Санкт-Петербург,Терминал,1
19.38,23.0,Москва,Смартфон,1
24.55,18.6,Москва,Банкомат,0
16.58,21.7,Банкомат,Банкомат,0
1.66,5.6,Санкт-Петербург,Смартфон,0
19.62,4.7,Москва,Смартфон,0
187.5,0.2,Онлайн,Терминал,0
11.07,17.0,Москва,ПК,0
7.38,22.5,Москва,Терминал,0
24.8,4.5,Санкт-Петербург,ПК,1
23.19,15.3,Санкт-Петербург,Смартфон,0
61.07,17.9,Москва,Смартфон,0
4.12,22.3,Москва,Терминал,0
36.76,15.5,Санкт-Петербург,Смартфон,0
31.48,23.3,Банкомат,Смартфон,1
14.06,8.3,Банкомат,ПК,0
23.87,8.4,Москва,Смартфон,0
51.03,13.0,Санкт-Петербург,Смартфон,0
42.93,9.2,Банкомат,ПК,0
4.68,0.0,Санкт-Петербург,Смартфон,0
40.54,17.6,Зарубежье,Смартфон,0
15.32,18.0,Банкомат,Смартфон,0
17.82,17.9,Москва,ПК,0
17.82,8.3,Москва,Смартфон,0
13.94,12.5,Москва,Смартфон,0
61.0,8.6,Москва,ПК,0
15.0,0.4,Банкомат,Смартфон,0
4.8,13.5,Зарубежье,Смартфон,0
10.67,3.0,Москва,ПК,0
20.02,1.9,Санкт-Петербург,Смартфон,0
63.57,18.1,Санкт-Петербург,Смартфон,0
31.93,0.2,Санкт-Петербург,ПК,0
6.45,23.0,Онлайн,ПК,1
253.08,12.4,Зарубежье,ПК,0
22.0,23.6,Москва,ПК,0
66.88,1.4,Москва,ПК,0
13.92,14.0,Москва,Банкомат,0
29.57,8.4,Санкт-Петербург,Смартфон,0
41.41,20.2,Москва,Смартфон,0
62.8,8.7,Санкт-Петербург,ПК,0
52.62,6.3,Санкт-Петербург,Смартфон,0
42.92,20.6,Онлайн,ПК,0
11.63,9.0,Санкт-Петербург,Смартфон,0
8.77,0.4,Москва,Смартфон,0
23.71,9.4,Банкомат,Банкомат,0
45.9,15.7,Банкомат,Смартфон,0
12.87,6.1,Москва,ПК,0
53.07,10.4,Москва,Смартфон,0
81.28,1.4,Банкомат,Смартфон,1
6.0,14.1,Москва,Смартфон,0
6.55,18.2,Москва,Смартфон,0
14.09,9.9,Санкт-Петербург,Терминал,0
23.07,10.1,Москва,Банкомат,0
9.23,2.1,Москва,ПК,0
72.78,4.8,Санкт-Петербург,Банкомат,0
26.22,3.7,Онлайн,ПК,0
17.17,11.6,Банкомат,Смартфон,0
3.39,12.7,Зарубежье,Смартфон,0
3.87,22.8,Москва,ПК,1
22.4,1.8,Москва,Смартфон,0
1.57,14.4,Онлайн,Смартфон,0
50.09,12.6,Санкт-Петербург,Банкомат,0
13.82,12.4,Москва,Смартфон,0
582.54,21.0,Москва,Смартфон,0
208.24,4.9,Москва,Смартфон,0
13.47,1.0,Санкт-Петербург,ПК,0
14.63,16.1,Москва,Смартфон,0
49.16,8.3,Зарубежье,ПК,0
107.07,0.4,Москва,Смартфон,0
2.71,6.0,Зарубежье,ПК,0
2.3,7.4,Банкомат,Смартфон,0
8.3,14.8,Санкт-Петербург,Терминал,0
31.22,4.1,Онлайн,ПК,0
28.4,9.9,Онлайн,ПК,0
53.34,11.6,Москва,ПК,0
4.39,11.0,Москва,ПК,0
1.29,23.4,Санкт-Петербург,Смартфон,0
42.26,1.1,Онлайн,ПК,0
6.61,22.8,Санкт-Петербург,ПК,0
1.79,14.0,Санкт-Петербург,ПК,0
19.29,19.1,Санкт-Петербург,Смартфон,0
39.35,10.3,Санкт-Петербург,Смартфон,0
14.38,10.9,Санкт-Петербург,Смартфон,0
9.94,21.1,Санкт-Петербург,Смартфон,0
13.8,21.5,Банкомат,Терминал,0
10.94,5.7,Онлайн,Смартфон,0
3.73,4.8,Онлайн,Смартфон,0
7.49,11.9,Санкт-Петербург,ПК,0
29.18,21.6,Онлайн,Банкомат,0
23.43,7.7,Санкт-Петербург,ПК,0
19.78,15.6,Москва,Смартфон,0
5.5,17.0,Зарубежье,Смартфон,0
13.47,18.7,Москва,Смартфон,0
1.5,13.5,Санкт-Петербург,Смартфон,0
20.01,9.7,Москва,Смартфон,0
79.18,23.2,Москва,Смартфон,0
3.25,14.7,Онлайн,Терминал,0
8.63,17.5,Санкт-Петербург,Смартфон,0
23.62,8.3,Банкомат,Смартфон,0
65.24,16.1,Москва,Терминал,0
10.04,6.2,Москва,ПК,0
7.68,5.9,Москва,Смартфон,1
1.89,17.2,Онлайн,Смартфон,0
18.43,12.5,Банкомат,Терминал,0
155.44,16.4,Санкт-Петербург,Смартфон,0
22.31,6.5,Санкт-Петербург,ПК,0
16.05,14.4,Зарубежье,Банкомат,0
23.44,10.7,Москва,Смартфон,0
16.25,14.3,Санкт-Петербург,ПК,0
6.72,7.0,Санкт-Петербург,Терминал,0
40.67,17.2,Москва,ПК,0
21.08,19.3,Москва,Смартфон,0
16.77,6.2,Москва,Банкомат,0
5.62,7.2,Банкомат,ПК,0
68.98,15.9,Онлайн,ПК,0
34.16,16.7,Банкомат,ПК,0
8.95,16.9,Санкт-Петербург,Смартфон,0
49.5,16.4,Санкт-Петербург,Смартфон,0
9.51,9.4,Онлайн,Смартфон,0
6.96,9.5,Банкомат,Смартфон,0
7.13,6.1,Москва,Смартфон,0
2.34,3.8,Москва,Смартфон,0
27.62,16.6,Онлайн,Смартфон,1
2.19,2.2,Зарубежье,Банкомат,0
4.26,22.5,Зарубежье,Банкомат,0
1.68,19.8,Онлайн,ПК,0
14.96,20.6,Москва,ПК,0
13.94,21.8,Москва,Смартфон,1
11.48,9.8,Зарубежье,ПК,0
5.22,20.3,Санкт-Петербург,ПК,0
4.53,3.8,Москва,Банкомат,0
27.41,0.5,Зарубежье,Смартфон,0
8.97,18.8,Москва,ПК,0
23.29,1.8,Онлайн,ПК,1
6.21,23.7,Онлайн,ПК,0
20.07,16.2,Москва,Смартфон,0
68.97,18.1,Москва,ПК,0
31.34,5.9,Москва,ПК,0
10.45,16.2,Онлайн,ПК,0
21.82,1.0,Санкт-Петербург,ПК,1
12.62,20.1,Москва,Смартфон,0
16.59,4.1,Зарубежье,Смартфон,0
11.49,16.7,Москва,Смартфон,0
13.73,5.4,Москва,Смартфон,0
20.77,1.6,Москва,Смартфон,0
5.51,11.6,Москва,Смартфон,0
5.38,4.1,Зарубежье,Смартфон,0
3.57,17.5,Москва,ПК,0
2.83,5.7,Санкт-Петербург,Банкомат,0
4.31,8.2,Банкомат,Смартфон,0
19.6,13.6,Онлайн,Смартфон,0
6.16,6.8,Санкт-Петербург,Банкомат,0
28.93,9.1,Банкомат,ПК,0
17.08,19.6,Онлайн,Смартфон,0
1.89,4.3,Москва,ПК,0
33.8,2.0,Онлайн,Смартфон,0
40.12,7.9,Зарубежье,ПК,0
5.51,10.2,Санкт-Петербург,Терминал,0
26.11,13.0,Онлайн,Смартфон,0
6.41,8.9,Зарубежье,Терминал,0
18.31,19.0,Онлайн,Смартфон,0
4.09,0.9,Москва,ПК,0
2.29,10.4,Москва,ПК,0
10.79,9.2,Санкт-Петербург,Банкомат,1
14.35,15.5,Москва,Смартфон,0
10.62,23.2,Зарубежье,ПК,0
4.47,12.2,Санкт-Петербург,Банкомат,0
10.59,23.7,Санкт-Петербург,ПК,0
22.11,7.3,Онлайн,Смартфон,0
15.65,0.7,Санкт-Петербург,Смартфон,0
20.1,4.0,Санкт-Петербург,ПК,0
7.87,9.5,Москва,Банкомат,0
59.67,7.6,Санкт-Петербург,Смартфон,0
4.51,2.3,Банкомат,ПК,0
28.12,10.4,Онлайн,Смартфон,0
60.35,8.1,Санкт-Петербург,Смартфон,0
27.91,2.9,Москва,Смартфон,0
13.16,7.1,Банкомат,ПК,0
9.2,21.3,Зарубежье,Терминал,0
51.4,7.2,Санкт-Петербург,Банкомат,0
3.44,17.1,Онлайн,Смартфон,0
5.66,14.7,Санкт-Петербург,ПК,0
10.62,10.3,Санкт-Петербург,Смартфон,0
64.16,5.7,Банкомат,Смартфон,0
24.97,8.9,Москва,Смартфон,1
5.67,14.2,Санкт-Петербург,Смартфон,0
11.69,8.4,Москва,ПК,0
8.37,5.2,Москва,ПК,0
7.53,2.8,Онлайн,Терминал,0
48.27,21.1,Москва,Смартфон,1
3.64,10.6,Санкт-Петербург,Смартфон,0
96.51,15.0,Москва,Смартфон,0
40.9,11.8,Онлайн,Смартфон,0
54.6,20.9,Москва,Терминал,0
9.88,13.1,Онлайн,Смартфон,0
13.94,11.5,Онлайн,Терминал,0
3.4,22.2,Зарубежье,Смартфон,0
9.23,17.3,Банкомат,Смартфон,0
28.3,2.7,Москва,Смартфон,0
68.42,4.3,Москва,Банкомат,0
4.87,18.9,Онлайн,Смартфон,0
11.0,20.1,Онлайн,Терминал,0
13.92,13.1,Москва,Смартфон,0
3.54,13.3,Москва,Смартфон,0
31.52,15.2,Санкт-Петербург,ПК,0
7.42,10.5,Банкомат,Смартфон,0
13.26,16.3,Банкомат,Смартфон,0
10.0,2.6,Москва,Банкомат,1
6.9,23.1,Санкт-Петербург,Смартфон,1
16.32,18.0,Москва,ПК,0
12.97,15.1,Санкт-Петербург,Смартфон,0
10.92,7.6,Онлайн,Смартфон,0
7.38,3.9,Онлайн,Смартфон,0
23.37,9.8,Санкт-Петербург,ПК,0
101.39,15.9,Москва,Банкомат,0
19.18,15.2,Санкт-Петербург,ПК,0
49.19,9.2,Зарубежье,Банкомат,0
3.56,14.7,Москва,Смартфон,0
19.56,19.5,Москва,Смартфон,0
4.92,0.6,Онлайн,Смартфон,0
3.24,10.8,Онлайн,Банкомат,0
7.29,18.2,Банкомат,Банкомат,0
61.01,13.1,Санкт-Петербург,Смартфон,0
46.76,15.6,Санкт-Петербург,Смартфон,0
